model,year,price,mileage,tax,mpg,engineSize,model_encoded,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol
 Focus,2019,14998,7000,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2019,13998,5000,145.0,68.9,1.5,2,0,1,0,1,0,0,0,0
 Kuga,2017,13898,33026,145.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2016,11498,8560,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,19698,16548,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2017,10498,49485,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Mondeo,2017,17498,14569,145.0,53.3,2.0,14,0,0,1,1,0,0,0,0
 Kuga,2015,12498,60151,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,11498,9148,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,10998,13548,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2019,22998,7337,140.0,47.1,2.0,14,1,0,0,0,0,1,0,0
 Fiesta,2015,8498,6649,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2017,11998,7690,150.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,11898,3396,150.0,48.7,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2019,11498,15766,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13298,7349,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2016,9698,36860,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 EcoSport,2018,10498,59498,145.0,68.9,1.5,2,0,1,0,1,0,0,0,0
 Kuga,2015,10998,17367,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2017,9598,14403,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Focus,2019,16998,20647,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2019,13498,13351,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,6998,34804,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2017,15498,38113,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,9949,27399,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 C-MAX,2018,12998,2455,145.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Edge,2016,20799,52000,200.0,47.9,2.0,3,1,0,0,1,0,0,0,0
 Mustang,2020,38489,3500,145.0,30.7,2.3,15,1,0,0,0,0,0,0,1
 Fiesta,2018,9489,35417,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13949,11982,145.0,48.7,1.0,5,0,0,1,0,0,0,0,1
 Fiesta,2018,10990,28138,145.0,56.5,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2017,13489,34805,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Focus,2015,7994,64612,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Fiesta,2018,11489,19665,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2018,15699,17500,150.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Focus,2020,19998,4000,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2020,19489,5000,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 EcoSport,2016,9199,26445,30.0,64.2,1.5,2,0,1,0,1,0,0,0,0
 C-MAX,2017,10489,26445,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 EcoSport,2018,11489,2922,145.0,64.2,1.5,2,0,1,0,1,0,0,0,0
 Mustang,2018,29998,3000,145.0,28.8,2.3,15,1,0,0,0,0,0,0,1
 Mustang,2018,31498,6250,145.0,23.5,5.0,15,1,0,0,0,0,0,0,1
 Focus,2018,11999,6691,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Grand Tourneo Connect,2018,15990,9486,145.0,56.6,1.5,10,1,0,0,1,0,0,0,0
 Focus,2019,16998,8703,145.0,40.9,1.5,6,1,0,0,0,0,0,0,1
 EcoSport,2019,15489,5636,145.0,68.9,1.5,2,0,1,0,1,0,0,0,0
 S-MAX,2019,22489,8224,145.0,56.5,2.0,18,0,1,0,1,0,0,0,0
 S-MAX,2019,22489,4000,145.0,56.5,2.0,18,0,1,0,1,0,0,0,0
 Fiesta,2015,5998,55898,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Focus,2017,10998,28001,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2014,11498,36052,160.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Mustang,2016,24999,42086,570.0,23.5,5.0,15,0,0,1,0,0,0,0,1
 Kuga,2017,15298,34673,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Edge,2018,19498,22068,145.0,48.7,2.0,3,0,1,0,1,0,0,0,0
 Focus,2019,16998,19936,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Grand Tourneo Connect,2017,13998,4856,145.0,61.4,1.5,10,0,1,0,1,0,0,0,0
 B-MAX,2017,11298,1397,165.0,44.1,1.6,0,0,0,1,0,0,0,0,1
 Focus,2017,13398,21649,145.0,46.3,1.5,6,1,0,0,0,0,0,0,1
 Focus,2017,17798,10345,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Kuga,2018,14998,14960,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Focus,2015,13998,35689,205.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 EcoSport,2017,9189,31998,145.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 Fiesta,2018,10399,7200,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Edge,2017,23899,27146,145.0,47.9,2.0,3,1,0,0,1,0,0,0,0
 Fiesta,2013,5330,66937,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 EcoSport,2019,15985,5099,145.0,51.4,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2015,7485,11092,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Kuga,2019,21999,6000,145.0,29.1,1.5,13,1,0,0,0,0,0,0,1
 Fiesta,2017,10850,23634,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2019,23250,9931,145.0,38.7,2.0,13,0,0,1,1,0,0,0,0
 Fiesta,2016,7999,22633,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Ka+,2018,7999,9355,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Kuga,2013,7999,78170,200.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Focus,2016,9699,13480,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Mustang,2019,39998,5000,145.0,22.6,5.0,15,1,0,0,0,0,0,0,1
 Fiesta,2017,8500,15060,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2016,9998,18912,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,15995,6992,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,11495,17766,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,14698,8725,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,9998,6820,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2013,9498,29326,200.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2017,10698,11235,0.0,57.7,1.0,5,0,0,1,0,0,0,0,1
 Kuga,2016,13499,38687,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,15999,15005,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,17299,14224,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Focus,2019,14198,20205,150.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2016,10898,13093,125.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2019,17298,1434,150.0,48.7,1.0,5,0,0,1,0,0,0,0,1
 B-MAX,2013,5998,44582,165.0,44.1,1.6,0,0,0,1,0,0,0,0,1
 Mondeo,2015,9998,55621,30.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Ka+,2017,6998,21203,30.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Focus,2017,16698,24498,145.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Focus,2018,17298,3124,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2017,15498,31073,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,14298,6345,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 C-MAX,2016,9998,26138,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Kuga,2019,22998,593,145.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Focus,2018,11598,11654,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,10498,17532,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2017,8698,36124,160.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 Focus,2017,17498,13558,200.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 EcoSport,2018,12499,13000,145.0,67.3,1.5,2,0,1,0,1,0,0,0,0
 Ka+,2018,9250,7812,145.0,47.9,1.2,12,0,1,0,0,0,0,0,1
 Focus,2017,16250,28113,145.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 EcoSport,2017,9999,24130,150.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2017,10999,23973,150.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2019,18494,11858,145.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2019,13489,26799,145.0,48.7,1.0,5,0,0,1,0,0,0,0,1
 Fiesta,2014,6995,35084,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2018,11995,12080,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,10498,9621,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,11300,13300,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,11800,14024,145.0,62.8,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,10800,17668,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2016,8300,43121,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,18499,14682,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2014,6800,53500,30.0,56.5,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2018,17000,15513,145.0,45.6,1.5,13,0,1,0,0,0,0,0,1
 Fiesta,2017,8998,16701,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Fiesta,2014,5698,51892,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 EcoSport,2017,8998,20648,160.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 Kuga,2016,14998,38206,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,18500,13692,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2019,19298,12287,145.0,39.2,1.5,13,0,1,0,0,0,0,0,1
 Kuga,2014,10798,49989,160.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 Focus,2019,15998,12699,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2015,7298,36700,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2017,10298,25013,150.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2017,10698,16505,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13998,5887,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2013,8298,63508,145.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Focus,2016,8998,36087,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 C-MAX,2016,11298,11117,30.0,55.4,1.0,1,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,10498,17197,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Kuga,2013,8995,54000,145.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2015,7895,27541,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2018,18390,14682,145.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Ka+,2018,7795,9662,145.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Focus,2017,10795,22727,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,18298,6269,145.0,74.3,1.5,6,1,0,0,1,0,0,0,0
 B-MAX,2015,7698,9708,20.0,70.6,1.6,0,0,1,0,1,0,0,0,0
 Kuga,2017,17698,18075,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2017,16998,24885,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 C-MAX,2018,12698,3074,145.0,55.4,1.0,1,0,1,0,0,0,0,0,1
 Fiesta,2016,10698,22141,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Kuga,2013,9998,43938,205.0,45.6,2.0,13,0,0,1,1,0,0,0,0
 Kuga,2017,14498,6038,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2017,8998,20277,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2017,11998,15297,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Focus,2019,14000,11426,150.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2019,16250,2951,150.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2017,9700,28186,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2013,9998,38629,200.0,42.8,1.6,13,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,10998,14161,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Galaxy,2016,15498,27716,125.0,56.5,2.0,8,0,1,0,1,0,0,0,0
 B-MAX,2013,5489,41144,20.0,68.9,1.5,0,0,1,0,1,0,0,0,0
 Kuga,2019,18999,9695,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Fiesta,2016,8449,79125,145.0,47.9,1.6,5,0,1,0,0,0,0,0,1
 C-MAX,2016,8699,46040,30.0,61.4,1.6,1,0,1,0,1,0,0,0,0
 C-MAX,2017,10489,37972,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Kuga,2017,12489,36394,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Kuga,2017,13698,78636,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Focus,2018,18498,21167,145.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 B-MAX,2015,7298,36140,0.0,74.4,1.5,0,0,1,0,1,0,0,0,0
 Focus,2017,9998,13861,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2017,17498,22439,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 S-MAX,2017,18999,42500,125.0,51.4,2.0,18,0,1,0,1,0,0,0,0
 EcoSport,2017,9489,29500,145.0,52.3,1.0,2,0,1,0,0,0,0,0,1
 Edge,2017,20994,41000,145.0,48.7,2.0,3,1,0,0,1,0,0,0,0
 C-MAX,2018,11998,6484,145.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Fiesta,2014,6250,39223,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2014,5950,64327,0.0,76.4,1.5,5,0,1,0,1,0,0,0,0
 Focus,2017,10900,13338,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2017,11200,15121,20.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,9250,38541,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2018,10300,9542,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2019,13000,3629,145.0,49.6,1.0,1,0,1,0,0,0,0,0,1
 Focus,2016,7000,82616,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2015,9200,21261,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 S-MAX,2019,24995,10023,150.0,54.3,2.0,18,0,1,0,1,0,0,0,0
 Fiesta,2016,8298,22919,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 C-MAX,2017,9298,41697,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Focus,2019,16698,18697,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,23698,5003,145.0,70.6,2.0,6,0,1,0,1,0,0,0,0
 Focus,2019,20398,6233,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2016,9698,19884,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Kuga,2018,17998,13734,145.0,39.2,1.5,13,0,1,0,0,0,0,0,1
 Fiesta,2019,13698,12232,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,9998,21243,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2016,7298,31107,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2013,5698,64292,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Kuga,2014,8998,68055,150.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2018,12998,23200,150.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Mondeo,2016,12498,25800,30.0,64.2,2.0,14,0,1,0,1,0,0,0,0
 Tourneo Custom,2019,20990,5100,145.0,31.7,2.0,21,0,1,0,1,0,0,0,0
 Tourneo Custom,2019,29999,100,145.0,30.1,2.0,21,0,1,0,1,0,0,0,0
 Focus,2019,15998,4500,145.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Focus,2016,8489,61379,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2018,9490,3012,145.0,55.4,1.1,5,0,1,0,0,0,0,0,1
 Focus,2017,12490,11292,125.0,51.4,1.5,6,0,1,0,0,0,0,0,1
 Ka+,2017,6490,19285,150.0,57.7,1.2,12,0,1,0,0,0,0,0,1
 Focus,2016,14790,33352,205.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Focus,2017,12498,17998,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2018,18998,11578,150.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Focus,2015,9598,29577,20.0,67.3,1.6,6,0,1,0,1,0,0,0,0
 Focus,2017,10498,27704,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2015,7998,19001,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,9998,39460,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Focus,2019,16250,13325,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2019,18450,14464,145.0,54.3,1.5,6,1,0,0,1,0,0,0,0
 Focus,2018,9950,19223,145.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Ka+,2019,9950,906,145.0,43.5,1.2,12,0,1,0,0,0,0,0,1
 Ka+,2019,9950,2520,145.0,43.5,1.2,12,0,1,0,0,0,0,0,1
 Ka+,2019,9950,1196,145.0,43.5,1.2,12,0,1,0,0,0,0,0,1
 Fiesta,2015,8498,19429,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 B-MAX,2014,5998,69078,30.0,57.7,1.0,0,0,1,0,0,0,0,0,1
 EcoSport,2017,9998,37560,145.0,53.3,1.0,2,0,1,0,0,0,0,0,1
 Focus,2016,9998,3155,20.0,61.4,1.0,6,0,1,0,0,0,0,0,1
 Focus,2019,16998,14206,150.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Focus,2017,16998,30393,145.0,61.4,2.0,6,1,0,0,1,0,0,0,0
 Kuga,2014,11198,41711,145.0,53.3,2.0,13,0,1,0,1,0,0,0,0
 Focus,2019,14498,14316,150.0,80.7,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2016,7998,21456,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2016,9998,20682,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2019,17998,12027,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 B-MAX,2014,6498,36727,20.0,70.6,1.6,0,0,1,0,1,0,0,0,0
 Kuga,2019,19998,8757,145.0,28.8,1.5,13,1,0,0,0,0,0,0,1
 EcoSport,2016,8698,28670,30.0,64.2,1.5,2,0,1,0,1,0,0,0,0
 Fiesta,2017,10698,21041,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 EcoSport,2018,13698,4223,145.0,54.3,1.0,2,0,1,0,0,0,0,0,1
 Fiesta,2019,13498,9007,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,8498,11457,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2014,6298,39944,30.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2019,11698,3578,150.0,48.7,1.1,5,0,1,0,0,0,0,0,1
 Kuga,2017,13998,21167,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2016,8498,31976,145.0,47.9,1.6,5,0,0,1,0,0,0,0,1
 Focus,2018,13998,10149,145.0,57.7,1.0,6,0,1,0,0,0,0,0,1
 S-MAX,2016,14498,50364,125.0,56.5,2.0,18,0,1,0,1,0,0,0,0
 Fiesta,2018,11950,16678,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,11395,1394,145.0,55.4,1.1,5,0,1,0,0,0,0,0,1
 Kuga,2019,18489,10351,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Fiesta,2017,9795,4162,0.0,78.5,1.5,5,0,1,0,1,0,0,0,0
 Kuga,2017,15995,23237,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2019,18495,7959,145.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 Focus,2018,11995,10553,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Fiesta,2018,9998,23112,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,14998,7953,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2015,8000,14422,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2017,18498,21183,145.0,61.4,2.0,6,0,0,1,1,0,0,0,0
 Fiesta,2016,7998,21446,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Fiesta,2019,12498,7941,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Focus,2016,8498,45256,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2013,5298,54545,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,9998,28761,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 C-MAX,2014,7498,31343,30.0,55.4,1.0,1,0,1,0,0,0,0,0,1
 Kuga,2017,15998,24896,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2017,16998,45854,150.0,41.5,2.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,8698,18775,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2019,15998,10386,145.0,49.6,1.0,6,0,1,0,0,0,0,0,1
 Fiesta,2017,8998,20507,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2017,9998,32384,125.0,51.4,1.0,6,0,0,1,0,0,0,0,1
 Fiesta,2019,10698,10786,145.0,55.4,1.1,5,0,1,0,0,0,0,0,1
 Kuga,2020,20450,1196,150.0,38.2,2.0,13,0,1,0,1,0,0,0,0
 C-MAX,2017,11495,39254,150.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 C-MAX,2017,9750,30157,20.0,68.9,1.5,1,0,1,0,1,0,0,0,0
 Kuga,2019,18495,11859,145.0,54.3,1.5,13,0,1,0,1,0,0,0,0
 Grand C-MAX,2019,14950,9693,145.0,57.7,1.5,9,0,1,0,1,0,0,0,0
 Kuga,2018,17295,11723,145.0,64.2,1.5,13,0,1,0,1,0,0,0,0
 Focus,2019,16250,11027,145.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 KA,2015,4998,28322,30.0,57.7,1.2,11,0,1,0,0,0,0,0,1
 Fiesta,2017,8698,23833,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,11298,13775,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,10898,14050,145.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 Kuga,2014,11698,34088,160.0,47.9,2.0,13,0,1,0,1,0,0,0,0
 B-MAX,2014,5998,52565,30.0,55.4,1.0,0,0,1,0,0,0,0,0,1
 Fiesta,2017,9998,16517,145.0,47.9,1.6,5,0,0,1,0,0,0,0,1
 Tourneo Connect,2019,19998,4605,145.0,61.4,1.5,20,0,1,0,1,0,0,0,0
 Focus,2019,14998,12078,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Grand C-MAX,2014,6998,45460,125.0,60.1,1.6,9,0,1,0,1,0,0,0,0
 EcoSport,2016,10498,24963,160.0,44.8,1.5,2,0,0,1,0,0,0,0,1
 Focus,2015,12298,51103,240.0,39.2,2.0,6,0,1,0,0,0,0,0,1
 Kuga,2015,9498,63863,145.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Kuga,2016,11990,55145,145.0,52.3,2.0,13,0,0,1,1,0,0,0,0
 Fiesta,2017,7490,28842,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2019,13698,11060,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
 Focus,2017,10498,39539,20.0,60.1,1.0,6,0,1,0,0,0,0,0,1
 EcoSport,2017,10798,3652,165.0,44.8,1.5,2,0,0,1,0,0,0,0,1
 Kuga,2017,15998,29667,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Focus,2016,8998,49080,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Kuga,2015,9298,61787,125.0,60.1,2.0,13,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,10698,29886,30.0,64.2,1.5,9,0,1,0,1,0,0,0,0
 Kuga,2017,17498,31098,150.0,54.3,2.0,13,0,0,1,1,0,0,0,0
 Kuga,2017,13998,15860,150.0,54.3,2.0,13,0,1,0,1,0,0,0,0
 Fiesta,2019,14998,8263,145.0,60.1,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2015,8298,13118,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2016,9698,19256,0.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 Fiesta,2017,7798,11085,125.0,54.3,1.2,5,0,1,0,0,0,0,0,1
 Focus,2018,13498,10150,145.0,58.9,1.0,6,0,1,0,0,0,0,0,1
 Focus,2016,9690,46176,0.0,74.3,1.5,6,0,1,0,1,0,0,0,0
 Focus,2017,16498,18506,20.0,67.3,2.0,6,0,1,0,1,0,0,0,0
 Fiesta,2017,11495,11476,145.0,65.7,1.0,5,0,1,0,0,0,0,0,1
 EcoSport,2015,8000,29681,160.0,44.8,1.5,2,0,1,0,0,0,0,0,1
 Mondeo,2015,11400,51581,125.0,57.7,2.0,14,0,0,1,1,0,0,0,0
 Fiesta,2017,8250,32994,145.0,64.2,1.1,5,0,1,0,0,0,0,0,1
 Fiesta,2019,10998,12320,145.0,58.9,1.0,5,0,1,0,0,0,0,0,1
